kind,model,group,cell,condition,variant,accuracy,log_loss,brier,target_quantization_error
acoustic,retrieval_absolute,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,1.4201988530970766e-05
oracle,present,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,recency,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,transition,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,retrieval_absolute,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,reference,cmr-38,joint,removal,1,0.0,0.9817763680502767,0.5626252925000008,0.0
oracle,candidate,cmr-38,joint,removal,1,0.0,2.1223490426911127,0.9175671875000004,0.0
acoustic,candidate,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,present,cmr-38,joint,swap,0,0.0,2.1223490426911127,0.9175671875000004,1.4201988530970766e-05
acoustic,recency,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,reference,cmr-38,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07,1.4201988530970766e-05
acoustic,retrieval_absolute,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
oracle,present,cmr-38,joint,swap,0,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,recency,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-38,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-38,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,present,cmr-38,joint,swap,1,0.0,2.1223490426911127,0.9175671875000004,1.4201988530970766e-05
acoustic,recency,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,reference,cmr-38,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07,1.4201988530970766e-05
acoustic,retrieval_absolute,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
oracle,present,cmr-38,joint,swap,1,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,recency,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-38,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-38,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-38,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,present,cmr-38,joint,shuffle,0,0.0,2.1223490426911127,0.9175671875000004,1.4201988530970766e-05
acoustic,recency,cmr-38,joint,shuffle,0,0.0,6.907755278982137,1.9024499999999986,1.4201988530970766e-05
acoustic,reference,cmr-38,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07,1.4201988530970766e-05
acoustic,retrieval_absolute,cmr-38,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
oracle,present,cmr-38,joint,shuffle,0,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,recency,cmr-38,joint,shuffle,0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-38,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-38,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-38,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-38,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-38,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,present,cmr-38,joint,shuffle,1,0.0,2.1223490426911127,0.9175671875000004,1.4201988530970766e-05
acoustic,recency,cmr-38,joint,shuffle,1,0.0,6.907755278982137,1.9024499999999986,1.4201988530970766e-05
acoustic,reference,cmr-38,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07,1.4201988530970766e-05
acoustic,retrieval_absolute,cmr-38,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,1.4201988530970766e-05
oracle,present,cmr-38,joint,shuffle,1,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,recency,cmr-38,joint,shuffle,1,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-38,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-38,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-38,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-38,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-38,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,1.4201988530970766e-05
acoustic,present,cmr-38,joint,ambiguous,0,0.0,2.1223490426911127,0.9175671874999993,1.4201988530970766e-05
acoustic,recency,cmr-38,joint,ambiguous,0,1.0,3.4789982477094417,0.9524499999999994,1.4201988530970766e-05
acoustic,reference,cmr-38,joint,ambiguous,0,1.0,0.69410764165507,0.50000048,1.4201988530970766e-05
acoustic,retrieval_absolute,cmr-38,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,1.4201988530970766e-05
oracle,present,cmr-38,joint,ambiguous,0,0.0,2.1223490426911127,0.9175671874999993,0.0
oracle,recency,cmr-38,joint,ambiguous,0,1.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-38,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,0.0
oracle,retrieval_absolute,cmr-38,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,0.0
oracle,reference,cmr-38,joint,ambiguous,0,1.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-38,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,0.0
acoustic,candidate,cmr-38,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,1.4201988530970766e-05
acoustic,present,cmr-38,joint,ambiguous,1,0.0,2.1223490426911127,0.9175671874999993,1.4201988530970766e-05
acoustic,recency,cmr-38,joint,ambiguous,1,0.0,3.4789982477094417,0.9524499999999994,1.4201988530970766e-05
acoustic,reference,cmr-38,joint,ambiguous,1,0.0,0.69410764165507,0.50000048,1.4201988530970766e-05
acoustic,retrieval_absolute,cmr-38,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,1.4201988530970766e-05
acoustic,transition,cmr-38,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,1.4201988530970766e-05
oracle,present,cmr-38,joint,ambiguous,1,0.0,2.1223490426911127,0.9175671874999993,0.0
oracle,recency,cmr-38,joint,ambiguous,1,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-38,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,0.0
oracle,retrieval_absolute,cmr-38,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,0.0
oracle,reference,cmr-38,joint,ambiguous,1,0.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-38,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,0.0
acoustic,candidate,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,present,cmr-39,matched,intact,0,0.0,1.7196713928338012,0.7988171875000005,4.340200455921206e-06
acoustic,recency,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,reference,cmr-39,matched,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,4.340200455921206e-06
acoustic,retrieval_absolute,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,transition,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
oracle,present,cmr-39,matched,intact,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,matched,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,present,cmr-39,matched,intact,1,0.0,1.7196713928338012,0.7988171875000005,4.340200455921206e-06
acoustic,recency,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,reference,cmr-39,matched,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,4.340200455921206e-06
acoustic,retrieval_absolute,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,transition,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
oracle,present,cmr-39,matched,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,matched,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,present,cmr-39,timbre,intact,0,0.0,1.7196713928338012,0.7988171875000005,4.340200455921206e-06
acoustic,recency,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,reference,cmr-39,timbre,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,4.340200455921206e-06
acoustic,retrieval_absolute,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,transition,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
oracle,present,cmr-39,timbre,intact,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,timbre,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,present,cmr-39,timbre,intact,1,0.0,1.7196713928338012,0.7988171875000005,4.340200455921206e-06
acoustic,recency,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,reference,cmr-39,timbre,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,4.340200455921206e-06
acoustic,retrieval_absolute,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
acoustic,transition,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.340200455921206e-06
oracle,present,cmr-39,timbre,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,timbre,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,present,cmr-39,duration,intact,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,recency,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,reference,cmr-39,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,1.6065489027994317e-05
acoustic,retrieval_absolute,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,transition,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
oracle,present,cmr-39,duration,intact,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,present,cmr-39,duration,intact,1,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,recency,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,reference,cmr-39,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,1.6065489027994317e-05
acoustic,retrieval_absolute,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,transition,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
oracle,present,cmr-39,duration,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,present,cmr-39,joint,intact,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,recency,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,reference,cmr-39,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,1.6065489027994317e-05
acoustic,retrieval_absolute,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,transition,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
oracle,present,cmr-39,joint,intact,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,present,cmr-39,joint,intact,1,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,recency,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,reference,cmr-39,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,1.6065489027994317e-05
acoustic,retrieval_absolute,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
acoustic,transition,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.6065489027994317e-05
oracle,present,cmr-39,joint,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-39,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-39,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,present,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,recency,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,reference,cmr-39,joint,reset,0,0.0,10.819778284410283,1.3118752925000008,1.6065489027994317e-05
acoustic,retrieval_absolute,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
acoustic,transition,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
oracle,present,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,retrieval_absolute,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,reference,cmr-39,joint,reset,0,0.0,10.819778284410283,1.3118752925000008,0.0
oracle,candidate,cmr-39,joint,reset,0,0.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-39,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,1.6065489027994317e-05
