model,group,cell,condition,variant,accuracy,log_loss,brier
streaming/absolute,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
streaming/present,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
streaming/recency,civ-08,joint,shuffle,1,0.0,2.1223490426911127,1.0444812499999996
streaming/reference,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
streaming/transition1,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
streaming/transition2,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
streaming/transition3,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
fixed/absolute,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
fixed/present,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
fixed/recency,civ-08,joint,shuffle,1,0.0,2.1223490426911127,1.0444812499999996
fixed/reference,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
fixed/transition1,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
fixed/transition2,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
fixed/transition3,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
oracle-boundary/absolute,civ-08,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-08,joint,shuffle,1,0.0,2.0802818946775288,1.0621252925000002
oracle-boundary/recency,civ-08,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-08,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-08,joint,shuffle,1,0.0,0.6941076416550698,0.5000004800000002
oracle-boundary/transition2,civ-08,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-08,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
streaming/present,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
streaming/recency,civ-08,joint,ambiguous,0,0.0,2.1223490426911127,1.04448125
streaming/reference,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
streaming/transition1,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
streaming/transition2,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
streaming/transition3,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
fixed/absolute,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
fixed/present,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
fixed/recency,civ-08,joint,ambiguous,0,0.0,2.1223490426911127,1.04448125
fixed/reference,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
fixed/transition1,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
fixed/transition2,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
fixed/transition3,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
oracle-boundary/absolute,civ-08,joint,ambiguous,0,1.0,0.6941076416550698,0.50000048
oracle-boundary/present,civ-08,joint,ambiguous,0,0.0,2.0802818946775288,1.0621252925
oracle-boundary/recency,civ-08,joint,ambiguous,0,0.0,3.4789982477094417,0.95245
oracle-boundary/reference,civ-08,joint,ambiguous,0,1.0,0.6941076416550698,0.50000048
oracle-boundary/transition1,civ-08,joint,ambiguous,0,1.0,0.6941076416550698,0.50000048
oracle-boundary/transition2,civ-08,joint,ambiguous,0,1.0,0.6941076416550698,0.50000048
oracle-boundary/transition3,civ-08,joint,ambiguous,0,1.0,0.6941076416550698,0.50000048
streaming/absolute,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
streaming/present,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
streaming/recency,civ-08,joint,ambiguous,1,0.0,2.1223490426911127,1.04448125
streaming/reference,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
streaming/transition1,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
streaming/transition2,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
streaming/transition3,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
fixed/absolute,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
fixed/present,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
fixed/recency,civ-08,joint,ambiguous,1,0.0,2.1223490426911127,1.04448125
fixed/reference,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
fixed/transition1,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
fixed/transition2,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
fixed/transition3,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
oracle-boundary/absolute,civ-08,joint,ambiguous,1,0.0,0.6941076416550698,0.50000048
oracle-boundary/present,civ-08,joint,ambiguous,1,0.0,2.0802818946775288,1.0621252925
oracle-boundary/recency,civ-08,joint,ambiguous,1,1.0,3.4789982477094417,0.95245
oracle-boundary/reference,civ-08,joint,ambiguous,1,0.0,0.6941076416550698,0.50000048
oracle-boundary/transition1,civ-08,joint,ambiguous,1,0.0,0.6941076416550698,0.50000048
oracle-boundary/transition2,civ-08,joint,ambiguous,1,0.0,0.6941076416550698,0.50000048
oracle-boundary/transition3,civ-08,joint,ambiguous,1,0.0,0.6941076416550698,0.50000048
streaming/absolute,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,detached,intact,0,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-09,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/transition1,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,detached,intact,0,1.0,1.0293194621721604,0.5694812499999999
fixed/reference,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition2,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-09,detached,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,detached,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-09,detached,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-09,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,detached,intact,1,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,detached,intact,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,detached,intact,1,0.0,10.819778284410283,1.9980009799999996
fixed/transition2,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-09,detached,intact,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,detached,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-09,detached,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-09,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,legato,intact,0,1.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,legato,intact,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,legato,intact,0,0.0,10.819778284410283,1.4990016834178341
fixed/transition2,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-09,legato,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,legato,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-09,legato,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-09,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,legato,intact,1,0.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,legato,intact,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,legato,intact,1,0.0,10.819778284410283,1.4990016834178341
fixed/transition2,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-09,legato,intact,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,legato,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-09,legato,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-09,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,duration,intact,0,1.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,duration,intact,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,duration,intact,0,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-09,duration,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-09,duration,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-09,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,duration,intact,1,0.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,duration,intact,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,duration,intact,1,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-09,duration,intact,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-09,duration,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-09,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,joint,intact,0,1.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,joint,intact,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,joint,intact,0,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-09,joint,intact,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-09,joint,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
